repeat,tick,warmup,phase,cpu_ms
1,254,false,rally,0.0019998550415039062
1,255,false,rally,0.0019588470458984375
1,256,false,rally,0.001959085464477539
1,257,false,rally,0.001958131790161133
1,258,false,rally,0.42287492752075195
1,259,false,rally,0.006249904632568359
1,260,false,rally,0.0028328895568847656
1,261,false,rally,0.002000093460083008
1,262,false,rally,0.0019159317016601562
1,263,false,rally,0.00475001335144043
1,264,false,rally,0.0020830631256103516
1,265,false,rally,0.001958131790161133
1,266,false,rally,0.001875162124633789
1,267,false,rally,0.001917123794555664
1,268,false,rally,0.001875162124633789
1,269,false,rally,0.001833200454711914
1,270,false,rally,0.001917123794555664
1,271,false,rally,0.002000093460083008
1,272,false,rally,0.001833200454711914
1,273,false,rally,0.0017919540405273438
1,274,false,rally,0.0024580955505371094
1,275,false,rally,0.0022079944610595703
1,276,false,rally,0.0018339157104492188
1,277,false,rally,0.0018329620361328125
1,278,false,rally,0.0019998550415039062
1,279,false,rally,0.0019578933715820312
1,280,false,rally,0.0018339157104492188
1,281,false,point,0.013708114624023438
1,282,false,point,0.002875089645385742
1,283,false,point,0.0015420913696289062
1,284,false,point,0.0014581680297851562
1,285,false,point,0.0014171600341796875
1,286,false,point,0.0014591217041015625
1,287,false,point,0.0014159679412841797
1,288,false,point,0.0014159679412841797
1,289,false,point,0.0014159679412841797
1,290,false,point,0.001959085464477539
1,291,false,point,0.0014591217041015625
1,292,false,point,0.0014159679412841797
1,293,false,point,0.0014171600341796875
1,294,false,point,0.001416921615600586
1,295,false,point,0.001416921615600586
1,296,false,point,0.0014159679412841797
1,297,false,point,0.0014579296112060547
1,298,false,point,0.0014171600341796875
1,299,false,point,0.0014159679412841797
1,300,false,point,0.0014159679412841797
1,301,false,point,0.001374959945678711
1,302,false,point,0.001416921615600586
1,303,false,point,0.0014171600341796875
1,304,false,point,0.001416921615600586
1,305,false,point,0.001416921615600586
1,306,false,point,0.001374959945678711
1,307,false,point,0.001374959945678711
1,308,false,point,0.001374959945678711
1,309,false,point,0.0014159679412841797
1,310,false,point,0.0014159679412841797
1,311,false,point,0.0014171600341796875
1,312,false,point,0.0015840530395507812
1,313,false,point,0.0014171600341796875
1,314,false,point,0.001374959945678711
1,315,false,point,0.001416921615600586
1,316,false,point,0.001374959945678711
